Unnamed: 0	id	data set	lang	sentence1	sentence2	score	LLama3 zero-shot (Paraph)	LLama3 ICL_4 (Paraph)	LLama3-FT-EN	LLama3-FT-ALL	CLEAN-XLM-RoBERTa-EN	XLM-RoBERTa-EN-ALLTHREE-V2-3	XLM-RoBERTa-EN-ALLTHREE-V2-2	XLM-RoBERTa-EN-ALLTHREE-V2-1	XLM-RoBERTa-EN-ALLTHREE-V3-1	XLM-RoBERTa-EN-ALLTHREE-V3-2	XLM-RoBERTa-EN-ALLTHREE-V3-3	XLM-RoBERTa-EN-ALLTHREE-V3-4	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	XLM-RoBERTa-EN-ALLTHREE-V4-1	XLM-RoBERTa-EN-ALLTHREE-V4-2	XLM-RoBERTa-EN-ALLTHREE-V4-3	XLM-RoBERTa-EN-ORIG-V2-1	XLM-RoBERTa-EN-ORIG-V2-2	XLM-RoBERTa-EN-ORIG-V2-3	XLM-RoBERTa-EN-ORIG-V3-1	XLM-RoBERTa-EN-ORIG-V3-2	XLM-RoBERTa-EN-ORIG-V3-3	XLM-RoBERTa-EN-ORIG-V4-2	XLM-RoBERTa-EN-ORIG-V4-3	XLM-RoBERTa-EN-PARAPH-V2-1	XLM-RoBERTa-EN-PARAPH-V2-2	XLM-RoBERTa-EN-PARAPH-V2-3	XLM-RoBERTa-EN-PARAPH-V3-1	XLM-RoBERTa-EN-PARAPH-V3-2	XLM-RoBERTa-EN-PARAPH-V3-3	XLM-RoBERTa-EN-PARAPH-V4-1	XLM-RoBERTa-EN-PARAPH-V4-2	XLM-RoBERTa-EN-PARAPH-V4-3	XLM-RoBERTa-EN-SAMECONTENT-V2-2	XLM-RoBERTa-EN-SAMECONTENT-V2-3	XLM-RoBERTa-EN-SAMECONTENT-V3-1	XLM-RoBERTa-EN-SAMECONTENT-V3-2	XLM-RoBERTa-EN-SAMECONTENT-V3-3	XLM-RoBERTa-EN-SAMECONTENT-V4-1	XLM-RoBERTa-EN-SAMECONTENT-V4-2	XLM-RoBERTa-EN-SAMECONTENT-V4-3	XLM-RoBERTa-EN-EASYNEG-25-V2-1	XLM-RoBERTa-EN-EASYNEG-25-V2-2	XLM-RoBERTa-EN-EASYNEG-25-V2-3	XLM-RoBERTa-EN-EASYNEG-25-V3-1	XLM-RoBERTa-EN-EASYNEG-25-V3-2	XLM-RoBERTa-EN-EASYNEG-25-V3-3	XLM-RoBERTa-EN-EASYNEG-25-V4-1	XLM-RoBERTa-EN-EASYNEG-25-V4-2	XLM-RoBERTa-EN-EASYNEG-25-V4-3	XLM-RoBERTa-EN-EASYNEG-50-V2-1	XLM-RoBERTa-EN-EASYNEG-50-V2-2	XLM-RoBERTa-EN-EASYNEG-50-V2-3	XLM-RoBERTa-EN-EASYNEG-50-V3-1	XLM-RoBERTa-EN-EASYNEG-50-V3-2	XLM-RoBERTa-EN-EASYNEG-50-V3-3	XLM-RoBERTa-EN-EASYNEG-50-V4-1	XLM-RoBERTa-EN-EASYNEG-50-V4-2	XLM-RoBERTa-EN-EASYNEG-50-V4-3	XLM-RoBERTa-EN-EASYNEG-75-V2-1	XLM-RoBERTa-EN-EASYNEG-75-V2-2	XLM-RoBERTa-EN-EASYNEG-75-V2-3	XLM-RoBERTa-EN-EASYNEG-75-V3-1	XLM-RoBERTa-EN-EASYNEG-75-V3-2	XLM-RoBERTa-EN-EASYNEG-75-V3-3	XLM-RoBERTa-EN-EASYNEG-75-V4-1	XLM-RoBERTa-EN-EASYNEG-75-V4-2	XLM-RoBERTa-EN-EASYNEG-75-V4-3	Human Annotation - P1	XLM-RoBERTa-EN-SEMEQUIV-V2-1	XLM-RoBERTa-EN-SEMEQUIV-V2-2	XLM-RoBERTa-EN-SEMEQUIV-V2-3	XLM-RoBERTa-EN-SEMEQUIV-V3-1	XLM-RoBERTa-EN-SEMEQUIV-V3-2	XLM-RoBERTa-EN-SEMEQUIV-V3-3	XLM-RoBERTa-EN-SEMEQUIV-V4-1	XLM-RoBERTa-EN-SEMEQUIV-V4-2	XLM-RoBERTa-EN-SEMEQUIV-V4-3	LLama3 ICL_4 (Ex. Same Content)	LLama3 ICL_4 (Sem Equiv)
2711	mteb/sickr-sts-2711	mteb/sickr-sts	en	The girl is carrying a sign and a group of people is following her	The girl is carrying a sign and is being followed by a group of people	4.9	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2712	mteb/sickr-sts-2712	mteb/sickr-sts	en	The girl is carrying a sign and a group of people is following her	The girl is not carrying a sign and no group of people is following her	3.7	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2713	mteb/sickr-sts-2713	mteb/sickr-sts	en	One man in a big city is holding up a sign and begging for money	A man in a big city is holding a sign and begging for money	5.0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	0
2714	mteb/sickr-sts-2714	mteb/sickr-sts	en	A man in a big city is holding a sign and begging for money	A man in a small city is doing charity work	2.8	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
2715	mteb/sickr-sts-2715	mteb/sickr-sts	en	A homeless man is holding up a sign and is begging for money	A homeless man is holding up a sign and is pitifully begging for money	4.9	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2716	mteb/sickr-sts-2716	mteb/sickr-sts	en	A man in a big city is holding a sign and begging for money	A homeless man is putting down a sign and refusing some charity	3.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	-100	1	1	1	1	1	1	1	1	0	0	0
2717	mteb/sickr-sts-2717	mteb/sickr-sts	en	A homeless man is holding up a sign and is begging for money	A man in a small city is doing charity work	2.4	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0
2718	mteb/sickr-sts-2718	mteb/sickr-sts	en	A dog is chasing the tail of an animal in the grass	The tail of an animal is being chasing by a dog in the grass	4.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	1	1	0	0
2719	mteb/sickr-sts-2719	mteb/sickr-sts	en	A dog is walking away from the tail of an animal in the grass	A dog is chasing the tail of an animal in the grass	3.1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	0	1	0	0
2720	mteb/sickr-sts-2720	mteb/sickr-sts	en	A small dog is chasing a large brown cow	The tail of an animal is being chasing by a dog in the grass	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
2721	mteb/sickr-sts-2721	mteb/sickr-sts	en	A small dog is chasing a large brown cow	A dog is walking away from the tail of an animal in the grass	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0
2722	mteb/sickr-sts-2722	mteb/sickr-sts	en	There is no small dog chasing a large brown cow	A dog is chasing the tail of an animal in the grass	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	-100	0	0	1	0	0	0	1	0	0	0	0
2723	mteb/sickr-sts-2723	mteb/sickr-sts	en	The small child is wading through the water and is being guided by another person	The small child is not wading through the water and is not being guided by another person	4.5	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2724	mteb/sickr-sts-2724	mteb/sickr-sts	en	A young child is splashing in the water	There is no young child splashing in the water	4.0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	1	1	0	0	0
2725	mteb/sickr-sts-2725	mteb/sickr-sts	en	A young child is watering a plant with splashes	A young child is splashing in the water	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	-100	0	0	0	0	0	0	1	0	0	0	0
2726	mteb/sickr-sts-2726	mteb/sickr-sts	en	The small child is wading through the water and is being guided by another person	A young child is watering a plant with splashes	2.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
2727	mteb/sickr-sts-2727	mteb/sickr-sts	en	The small child is wading through the water and is being guided by another person	A young child is splashing in the water	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	-100	1	0	1	0	0	0	1	1	1	0	0
2728	mteb/sickr-sts-2728	mteb/sickr-sts	en	A woman is looking curiously at a man	A man is being curiously looked at by a woman	4.4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	1	0	0	0	1	0	1	1	1	0	0
2729	mteb/sickr-sts-2729	mteb/sickr-sts	en	A woman is looking curiously at a man	A man and a woman are outside and are wearing light colored shirts	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0
2730	mteb/sickr-sts-2730	mteb/sickr-sts	en	A man is being curiously looked at by a woman	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
2731	mteb/sickr-sts-2731	mteb/sickr-sts	en	A woman is ignoring a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2732	mteb/sickr-sts-2732	mteb/sickr-sts	en	A woman is looking curiously at a man	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2733	mteb/sickr-sts-2733	mteb/sickr-sts	en	The little dog is grabbing the bedroom slipper with its mouth funnily	The little dog is grabbing the bedroom slipper with its mouth	4.8	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2734	mteb/sickr-sts-2734	mteb/sickr-sts	en	A brown dog is looking closely at a brown and white dog	A brown dog is staring attentively at a brown and white dog	4.8	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	0	0	0	0	0
2735	mteb/sickr-sts-2735	mteb/sickr-sts	en	A brown dog is staring attentively at a brown and white dog	The little dog is grabbing the bedroom slipper with its mouth funnily	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2736	mteb/sickr-sts-2736	mteb/sickr-sts	en	A brown dog is staring attentively at a brown and white dog	The little dog is dropping the bedroom slipper from its mouth	2.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2737	mteb/sickr-sts-2737	mteb/sickr-sts	en	A person in a blue jacket is jumping off of a tall cement wall	A person in a blue colored jacket is jumping off of a tall cement wall	4.9	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	1
2738	mteb/sickr-sts-2738	mteb/sickr-sts	en	A person in a blue colored jacket is jumping off of a tall cement wall	The man is performing a large jump	3.4	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	-100	1	1	1	0	0	1	1	1	1	0	0
2739	mteb/sickr-sts-2739	mteb/sickr-sts	en	A person in a blue jacket is jumping off of a tall cement wall	The man is not performing a large jump	2.735	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0
2740	mteb/sickr-sts-2740	mteb/sickr-sts	en	A woman in jeans is sitting on the saddle of a horse	A woman in jeans is standing near a horse with a saddle	3.5	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2741	mteb/sickr-sts-2741	mteb/sickr-sts	en	A person wearing jeans is sitting on top of a horse saddle	There is no person wearing jeans sitting on top of a horse saddle	3.7	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2742	mteb/sickr-sts-2742	mteb/sickr-sts	en	The woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	4.3	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2743	mteb/sickr-sts-2743	mteb/sickr-sts	en	A woman in jeans is sitting on the saddle of a horse	A person wearing jeans is sitting on top of a horse saddle	4.3	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	1
2744	mteb/sickr-sts-2744	mteb/sickr-sts	en	The brown dog and the red dog are frolicking on the beach	A brown dog and a red dog are frolicking on the beach	4.9	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	1
2745	mteb/sickr-sts-2745	mteb/sickr-sts	en	A brown dog and a red dog are sitting sadly on the beach	A brown dog and a red dog are frolicking on the beach	3.9	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2746	mteb/sickr-sts-2746	mteb/sickr-sts	en	The brown dogs are playfully fighting on the sandy beach	The brown dogs are playfully fighting on the sandy shore	4.8	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	1
2747	mteb/sickr-sts-2747	mteb/sickr-sts	en	The brown dogs are playfully fighting on the sandy beach	The brown dogs are not playfully fighting on the sandy beach	3.7	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	0	0	0	0
2748	mteb/sickr-sts-2748	mteb/sickr-sts	en	The brown dogs are not playfully fighting on the sandy beach	A brown dog and a red dog are frolicking on the beach	3.6	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	0	0	0	0	1	0	0
2749	mteb/sickr-sts-2749	mteb/sickr-sts	en	The man is standing steadily next to a birdcage	The man is standing next to a bird cage	4.5	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	0
2750	mteb/sickr-sts-2750	mteb/sickr-sts	en	The man is sitting next to a birdcage	The man is standing next to a bird cage	4.5	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2751	mteb/sickr-sts-2751	mteb/sickr-sts	en	There is no man standing beside a large and colorful birdcage	A man is standing beside a large and colorful birdcage	4.6	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2752	mteb/sickr-sts-2752	mteb/sickr-sts	en	A man is standing beside a birdcage which is large and colorful	The man is standing next to a bird cage	4.6	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2753	mteb/sickr-sts-2753	mteb/sickr-sts	en	The man is standing steadily next to a birdcage	A man is standing beside a large and colorful birdcage	4.4	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2754	mteb/sickr-sts-2754	mteb/sickr-sts	en	A man is standing beside a large and colorful birdcage	The man is sitting next to a birdcage	3.2	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	-100	1	1	1	1	1	1	1	1	1	0	0
2755	mteb/sickr-sts-2755	mteb/sickr-sts	en	One brown and black dog is running through the leaves	A brown and black dog is running through the leaves	4.8	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	1	1	1	1	1	1	1	1
2756	mteb/sickr-sts-2756	mteb/sickr-sts	en	A brown and black dog is running through the leaves	A dog and a black man are running through brown leaves	3.4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0
2757	mteb/sickr-sts-2757	mteb/sickr-sts	en	A dog in a colored coat is running swiftly across the yard	A dog in a colored coat is running across the yard	4.3	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	1	1	1	1	1	0	0
2758	mteb/sickr-sts-2758	mteb/sickr-sts	en	There is no dog in a colored coat running across the yard	A dog in a colored coat is running across the yard	3.7	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-100	1	1	1	0	1	1	1	1	1	0	0
2759	mteb/sickr-sts-2759	mteb/sickr-sts	en	A dog in a colored coat is running across the yard	A dog in the yard is running across colored coats	3.3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	-100	0	0	0	0	0	0	1	0	0	0	0
2760	mteb/sickr-sts-2760	mteb/sickr-sts	en	A brown and black dog is running through the leaves	There is no dog in a colored coat running across the yard	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	-100	1	1	1	0	1	1	1	0	1	0	0
