	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
1179	train	main-captions	images	2014	261	2.2	A girl riding a brown horse.	The jockey is wearing purple and riding a brown horse.	0	0	0	0	0
1180	train	main-captions	images	2014	262	3.2	Man standing in front of yellow corvette.	A man is standing next to a yellow sports car.	1	1	1	1	1
1181	train	main-captions	images	2014	264	0.0	A man sitting on the grass looking toward the sky.	The man is standing on the sidewalk in front of the horse.	0	0	0	0	0
1182	train	main-captions	images	2014	265	2.8	A man poses in front of a large fountain with a statue on top.	Man with blue shirt standing in front of a fountain.	0	0	1	0	0
1183	train	main-captions	images	2014	268	0.4	A white cat standing on a carpet.	A sheep standing in a forest.	0	0	0	0	0
1184	train	main-captions	images	2014	269	5.0	A flat screen TV on the floor.	A flat-screen TV sits on the floor.	1	1	1	1	1
1185	train	main-captions	images	2014	271	0.0	Two brown horses standing in grassy field.	Two men sailing in a small sailboat.	0	0	0	0	0
1186	train	main-captions	images	2014	272	1.4	Two sheep stand in a doorway.	Two rams stand on snowy ground.	0	0	0	0	0
1187	train	main-captions	images	2014	274	4.0	Room with several computer monitors.	A room with four computer monitors in a row.	1	1	1	1	1
1188	train	main-captions	images	2014	275	0.4	A line outside of a bookstore on a street.	The yellow motorcycle is parked on the street.	0	0	0	0	0
1189	train	main-captions	images	2014	277	1.8	A passenger jet sits on a runway.	A large passenger jet flying close to the ground.	0	0	0	0	0
1190	train	main-captions	images	2014	279	0.4	Old green bottle sitting on a table.	Three men in suits sitting at a table.	0	0	0	0	0
1191	train	main-captions	images	2014	283	3.0	Two white horses staring over a fence.	Two horses standing in a pen.	0	0	1	0	0
1192	train	main-captions	images	2014	285	0.0	The black and white cows pause in front of the gate.	The white airplane is flying in the sky.	0	0	0	0	0
1193	train	main-captions	images	2014	286	4.0	A black and white cow standing in a grassy field.	A black and white horned cow standing in a field.	0	0	0	0	0
1194	train	main-captions	images	2014	289	4.2	a black and white photo of a cat lying down.	A black and white image of a cat laying on a rug.	1	1	1	1	1
1195	train	main-captions	images	2014	290	4.2	"A man and woman stand, smiling for camera."	A man and woman are posing for the camera.	1	1	1	1	1
1196	train	main-captions	images	2014	291	3.0	A orange and white cat asleep on a leather chair.	A ginger cat sitting on an office chair.	0	0	0	0	0
1197	train	main-captions	images	2014	292	1.6	A white cat standing on a carpet.	A pretty white striped cat with his head hanging off the table.	0	0	0	0	0
1198	train	main-captions	images	2014	293	0.2	Grey and white domestic kitten lying down on a desk.	A man and his bicycle laying down on the green grass.	0	0	0	0	0
1199	train	main-captions	images	2014	295	0.0	A woman posing in front of an apartment building in the snow.	White bus parked in grass in front of building.	0	0	0	0	0
1200	train	main-captions	images	2014	296	4.6	A young woman with a bracelet is wearing a bikini top and jeans.	"A woman wearing jeans, a dark bikini top, and a bracelet."	1	1	1	1	1
1201	train	main-captions	images	2014	298	0.0	A table and chairs are in a room with a picture on the wall and a ceiling fan.	A school bus driving down a road with green trees and grass in the background.	0	0	0	0	0
1202	train	main-captions	images	2014	300	3.4	A man sits crossed legged on a bed watching a small TV.	A man sits on a bed very close to a small television.	1	1	1	1	1
1203	train	main-captions	images	2014	302	4.2	The headlights on a blue car.	Close up of the headlights on a blue car.	0	0	1	0	0
1204	train	main-captions	images	2014	304	2.4	A passenger train coming into a station.	A passenger train sits in the station.	1	0	1	0	1
1205	train	main-captions	images	2014	308	0.0	An airplane facing the camera.	A lone cow sits in the cold of the yard.	0	0	0	0	0
1206	train	main-captions	images	2014	309	3.2	A woman riding a brown horse.	A person dressed in white on a brown horse.	0	1	1	0	1
1207	train	main-captions	images	2014	310	3.8	a jockey riding a horse.	A jockey riding a horse in a pen.	0	0	1	0	0
1208	train	main-captions	images	2014	311	3.4	The two dogs blend in with the stuff animals.	Two dogs sit on a couch with many stuffed animals.	0	0	1	0	0
1209	train	main-captions	images	2014	313	4.0	A train is running on the tracks.	A train is running down the track in a rural area.	0	0	1	0	0
1210	train	main-captions	images	2014	315	4.4	"Someone standing on a snowy mountain, watching a plane."	"A man stands on a mountain, watching a plane."	1	1	1	1	1
1211	train	main-captions	images	2014	317	3.2	A bird is flapping its wings in the water.	A large black bird is sitting in the water.	0	0	0	0	0
1212	train	main-captions	images	2014	319	3.2	A cruise liner docked at a port.	A cruise ship docked at a coast.	1	1	1	1	1
1213	train	main-captions	images	2014	320	2.0	A red double decker bus on a crowded street.	A white bus partially in the snow on a public street.	0	0	0	0	0
1214	train	main-captions	images	2014	321	4.8	A woman pets a dog in a fenced area.	A woman pets a dog in a gated yard.	1	1	1	1	1
1215	train	main-captions	images	2014	322	2.2	A black and white cat playing with a blanket.	A black and white cat gets into a basket of yarn.	0	1	1	0	1
1216	train	main-captions	images	2014	323	3.2	A man on a mountain bike going down an incline.	This is a man riding a mountain bike over rocks on a clear day.	0	0	0	0	0
1217	train	main-captions	images	2014	324	3.8	A cat reclines on an office chair.	A ginger cat sitting on an office chair.	1	1	1	1	1
1218	train	main-captions	images	2014	325	2.6	A group of horses grazing in a field.	A brown horse grazing in a field of green grass.	0	0	0	0	0
1219	train	main-captions	images	2014	326	0.0	A group of people having a drink.	A row of locomotives on a siding in a field.	0	0	0	0	0
1220	train	main-captions	images	2014	327	0.0	Two dogs in a fenced kennel look ahead.	Two woman pose in a dining room with a baby.	0	0	0	0	0
1221	train	main-captions	images	2014	328	3.4	Three sheep on a dirt road viewed from a passenger vehicle.	Three sheep in middle of gravel road.	1	1	1	1	1
1222	train	main-captions	images	2014	329	1.0	A yellow and blue airplane is flying in the sky.	Nine red and white aircraft flying in formation trailing smoke.	0	0	0	0	0
1223	train	main-captions	images	2014	330	4.0	The train sits at the train station.	The blue train is at the station.	0	0	0	0	0
1224	train	main-captions	images	2014	331	0.0	A train sitting on the tracks near a field.	A baby is sitting in the grass.	0	0	0	0	0
1225	train	main-captions	images	2014	332	4.4	Red double decker bus taking on passengers.	A red double decker bus is picking up more passengers in a city.	1	1	1	1	1
1226	train	main-captions	images	2014	333	0.0	Two guys sit on a couch holding beers with a girl lying on their laps.	Two women watching the street with their bikes to see when they may cross.	0	0	0	0	0
1227	train	main-captions	images	2014	334	2.8	Two women in the kitchen looking at a object.	Two women in kitchen with one taking a picture.	0	0	0	0	0
1228	train	main-captions	images	2014	335	2.8	A race horse galloping without a rider.	A horse galloping while wearing the number 4.	0	0	0	0	0
1229	train	main-captions	images	2014	336	0.8	A steam engine and train moving toward the camera.	A large bird of prey flying towards the camera.	0	0	0	0	0
1230	train	main-captions	images	2014	338	4.2	A black and white photo of a glass bottle of Coca Cola.	This is a black and white picture of a short squat Coca-cola bottle.	1	1	1	1	1
1231	train	main-captions	images	2014	339	3.2	A small bird perched on an icy branch.	A yellow bird perched on a branch.	0	0	0	0	0
1232	train	main-captions	images	2014	342	3.2	Boy with glasses typing on a computer.	A boy looking at a computer screen.	0	0	1	0	0
1233	train	main-captions	images	2014	344	3.2	A red truck spins their tires while a black one leaves the frame.	Red truck spinning tires and emitting smoke from behind.	0	0	1	0	0
1234	train	main-captions	images	2014	345	2.4	"A living room with table, chair and sofa alongside a large palm."	"A living room with a blue sofa, camp bed, wooden bench and dresser."	0	0	0	0	0
1235	train	main-captions	images	2014	346	3.4	A smiling woman holding a small baby.	a woman sitting on a sofa holding a baby.	0	0	0	0	0
1236	train	main-captions	images	2014	347	0.0	An Esso gas station with trees in the background.	Two police officers standing behind a van with a bus in the background.	0	0	0	0	0
1237	train	main-captions	images	2014	348	4.2	Four blue and yellow planes flying over four boats.	Four blue and yellow planes in flight.	0	0	1	0	0
1238	train	main-captions	images	2014	349	0.0	A horse standing near a gate with another horse in the background.	A group of river barges with trees in the background.	0	0	0	0	0
1239	train	main-captions	images	2014	350	2.4	Three bottles are on a table.	Old green bottle sitting on a table.	0	0	0	0	0
1240	train	main-captions	images	2014	352	1.4	A steam engine comes down a train track near trees.	A train is at a train station.	0	0	0	0	0
1241	train	main-captions	images	2014	353	4.2	A train is at a train station.	A train parked at a train station.	1	0	1	0	1
1242	train	main-captions	images	2014	356	0.4	a woman sitting on a sofa holding a baby.	Bird sitting on a log in a lake.	0	0	0	0	0
1243	train	main-captions	images	2014	358	3.6	Two birds flying towards water feeder.	Two birds flying near bird feeders.	1	1	1	1	1
1244	train	main-captions	images	2014	359	1.6	Two cows standing in a large field.	Horse standing in a field.	0	0	0	0	0
1245	train	main-captions	images	2014	362	4.0	A group of sheep grazing on a hill.	A group of sheep are on a hill.	0	0	1	0	0
1246	train	main-captions	images	2014	363	2.0	A man stands in front of a train.	"A man is standing in front of a raised statue,."	0	0	0	0	0
1247	train	main-captions	images	2014	365	4.4	Two women are posing for the camera and giving the thumbs up sign.	Two smiling young women giving the thumbs up sign.	1	1	1	1	1
1248	train	main-captions	images	2014	366	4.8	A women holds a small baby while sitting on a sofa.	a woman sitting on a sofa holding a baby.	1	1	1	1	1
1249	train	main-captions	images	2014	367	4.0	A double decker red United bus on a city street.	A doubly decker red bus driving down the road.	0	0	0	0	0
1250	train	main-captions	images	2014	368	1.0	Two women sitting on brown couch.	Two women standing outside of a bus.	0	0	0	0	0
1251	train	main-captions	images	2014	369	3.2	A grey cat with green eyes looking into the camera.	"A grey, black, and white cat looking at the camera."	0	0	0	0	0
1252	train	main-captions	images	2014	370	0.0	The bird is sitting on the branch.	The sheep is standing under the trees.	0	0	0	0	0
1253	train	main-captions	images	2014	371	3.8	Group of people sitting at table of restaurant.	Two people sitting at a table at a restaurant.	0	0	0	0	0
1254	train	main-captions	images	2014	372	2.4	A black and white cow stands on grass against a partly cloudy blue sky.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	0	0	0	0	0
1255	train	main-captions	images	2014	374	3.2	A guy on a white horse.	A man riding a white horse in an arena.	0	0	1	0	0
1256	train	main-captions	images	2014	375	4.6	Two dairy cows drinking from a pond.	Two cows are drinking from a pond.	1	1	1	1	1
1257	train	main-captions	images	2014	376	2.4	There are several sheared sheep in a pen.	Three white sheep in an enclosure.	0	0	1	0	0
1258	train	main-captions	images	2014	378	5.0	The black dog is lying in the grass.	A black dog lies on the grass.	1	1	1	1	1
1259	train	main-captions	images	2014	381	4.2	"Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other."	Two people sit facing each other at a table as one points at the other.	1	1	1	1	1
1260	train	main-captions	images	2014	383	2.2	A man and a woman holding hands walking along the beach.	A man with a beard and a skullcap and a boy walk along the ocean's shore.	0	0	0	0	0
1261	train	main-captions	images	2014	384	1.2	Ten sheep looking at the camera.	A cat on its back looking at the camera.	0	0	0	0	0
1262	train	main-captions	images	2014	385	1.4	A black and white dog looking at the camera.	A small black and white goat in a pen looking up at the camera.	0	0	0	0	0
1263	train	main-captions	images	2014	386	0.0	A black table with white fuzzy chair.	A woman with her child.	0	0	0	0	0
1264	train	main-captions	images	2014	387	2.2	Red double decker bus taking on passengers.	A red double decker bus driving down a street.	0	0	0	0	0
1265	train	main-captions	images	2014	388	3.4	Sail boat sailing on the water.	Sailboat sailing on a cloudy day.	0	1	1	0	1
1266	train	main-captions	images	2014	389	4.2	A blue bird perches on the gloved hand of a person.	A bird is perched on a person's gloved hand.	1	1	1	1	1
1267	train	main-captions	images	2014	391	3.6	A girl riding on a brown and white horse.	A girl riding a brown horse.	0	0	1	0	0
1268	train	main-captions	images	2014	392	1.0	A mostly black train on a track.	A car parked in front of train tracks.	0	0	0	0	0
1269	train	main-captions	images	2014	393	0.0	A young boy coloring with a red and blue crayon.	A young blonde girl in riding gear sits on top of a gray and white horse.	0	0	0	0	0
1270	train	main-captions	images	2014	396	0.8	A group of people in a living room.	A group of four people walking past a giant mushroom.	0	0	0	0	0
1271	train	main-captions	images	2014	397	0.0	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0	0	0	0	0
1272	train	main-captions	images	2014	398	0.0	The cat is sitting between two bicycles in front of a door.	Than horse standing in a field in front of a fence.	0	0	0	0	0
1273	train	main-captions	images	2014	399	0.0	A girl with a red bag standing on the street.	A black dog is staring at a sheep.	0	0	0	0	0
1274	train	main-captions	images	2014	401	3.4	A horse rider is riding a white horse.	A woman leading a white horse.	0	0	1	0	0
1275	train	main-captions	images	2014	404	4.2	A long train is on train tracks.	A train on the train tracks.	1	1	1	1	1
1276	train	main-captions	images	2014	405	3.0	A black and tan dog looks at a black sheep.	A black dog looking at a brown sheep in a pen.	0	0	0	0	0
1277	train	main-captions	images	2014	406	2.8	A room with several computers and pictures on the wall.	A home office with three computer monitors and other equipment on a desk.	0	0	1	0	0
1278	train	main-captions	images	2014	408	1.0	A black and white photo of a cow walking under a tree in a field.	A black and white dog looking at the camera.	0	0	0	0	0
1279	train	main-captions	images	2014	409	4.2	A silver AreoMexico Jet Liner sitting on the tarmac.	An aeromexico silver plane is on a runway.	1	1	1	1	1
1280	train	main-captions	images	2014	410	3.4	a man on a dirt bike jumping very high.	A man on a motorbike jumping with the sky behind him.	1	1	1	1	1
1281	train	main-captions	images	2014	412	4.2	Two people sailing a small white sail boat.	Couple sailing in a small sailboat.	1	1	1	1	1
1282	train	main-captions	images	2014	413	0.8	A white airplane is parked on the cement.	A blue motorcycle is parked on the sidewalk.	0	0	0	0	0
1283	train	main-captions	images	2014	415	0.8	Three cows grazing in a field.	Several sheep grazing in the field.	0	0	0	0	0
1284	train	main-captions	images	2014	417	4.8	The man is sitting at a messy table and using a laptop.	A man sits looking at a laptop computer on a messy table.	1	0	1	0	1
1285	train	main-captions	images	2014	419	3.0	"A dining table with candles, wine, and a teapot."	"A wooden table is set with candles, wine, and a purple plastic bowl."	0	0	0	0	0
1286	train	main-captions	images	2014	422	3.2	Two people paddling a red canoe are reflected in the still water.	Two people in a red canoe on a clear lake.	1	0	1	0	1
1287	train	main-captions	images	2014	423	3.8	A scantily clad woman is standing next to a car.	A scantily clad woman standing next to a small red vehicle.	1	0	1	0	1
1288	train	main-captions	images	2014	424	2.2	Red double decker bus taking on passengers.	Red double decker bus with hood up.	0	0	0	0	0
1289	train	main-captions	images	2014	426	0.0	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0	0	0	0	0
1290	train	main-captions	images	2014	428	2.0	Three people sitting at dinner table smiling at camera.	Two elderly women sit at a dinner table with a man.	0	0	0	0	0
1291	train	main-captions	images	2014	429	2.8	A multi-colored train on a track.	A mostly black train on a track.	0	0	0	0	0
1292	train	main-captions	images	2014	430	2.2	A white and red bus traveling on the street.	The red bus is on the street.	0	0	0	0	0
1293	train	main-captions	images	2014	431	3.2	A red and blue plane flying with its landing gears down.	A WWII fighter plane with its landing gear down.	0	0	1	0	0
1294	train	main-captions	images	2014	432	3.0	Small boat going down a creek.	a boat moving in a river.	1	1	1	1	1
1295	train	main-captions	images	2014	433	3.0	Four women and two men sit at a long table in a restaurant.	A group of people sit at a table in an Italian restaurant.	0	0	1	0	0
1296	train	main-captions	images	2014	435	0.0	Two goats standing in a field by a tree.	A large boat pulling a small white boat.	0	0	0	0	0
1297	train	main-captions	images	2014	437	3.0	"A black and white photo of a living room with a large window, sofa, and chair."	A black and white scene of a well furnished room with a view outlooking a forest.	1	1	1	1	1
1298	train	main-captions	images	2014	438	3.6	Close up of a brown horse with a blue halter.	A close up of a horse wearing a blue halter.	1	1	1	1	1
1299	train	main-captions	images	2014	439	2.6	A large black bird is sitting in the water.	The birds are swimming in the water.	0	0	0	0	0
1300	train	main-captions	images	2014	440	3.4	A close-up of a cat on a cream sofa.	A siamese cat resting on a white sofa.	1	1	1	1	1
1301	train	main-captions	images	2014	441	2.25	A person is jumping a bicycle and performing a trick.	A person riding a dirt bike in the outdoors.	0	0	0	0	0
1302	train	main-captions	images	2014	442	4.0	A yellow school bus is parked in a rural area.	A yellow school bus parked in a field.	1	1	1	1	1
1303	train	main-captions	images	2014	443	3.2	A pug dog wits on a yellow chair next to a green dumpster.	A bulldog sitting on a yellow chair beside a large waste receptacle.	1	1	1	1	1
1304	train	main-captions	images	2014	444	0.0	The woman is sitting on the red motorcycle.	The white sheep is standing on the green hill.	0	0	0	0	0
1305	train	main-captions	images	2014	445	4.2	A sheep standing on a table at auction.	Woolly sheep at auction house.	0	0	0	0	0
1306	train	main-captions	images	2014	446	0.0	A close-up of a black train engine.	Close up of a white sheep with a black head.	0	0	0	0	0
1307	train	main-captions	images	2014	447	4.0	A orange and white cat asleep on a leather chair.	A orange and white cat laying on a blanket in a black leather chair.	1	1	1	1	1
1308	train	main-captions	images	2014	448	3.0	a train rides on his tracks.	"The train comes down the track, between two rows of trees."	0	0	0	0	0
1309	train	main-captions	images	2014	450	3.8	Black and white cow standing in grassy field.	A black and white horned cow standing in a field.	1	1	1	1	1
1310	train	main-captions	images	2014	451	4.0	A double decker red United bus on a city street.	A double decker bus drives on a city street.	0	0	0	0	0
1311	train	main-captions	images	2014	453	2.6	The television and desk of hotel room with lamp lighting.	A television and a laptop computer are on in a hotel room.	0	0	0	0	0
1312	train	main-captions	images	2014	454	2.8	A man riding a small bicycle.	A man is doing a wheelie on a bike.	0	0	1	0	0
1313	train	main-captions	images	2014	456	0.4	A woman wearing a navy dress is cutting a cake on a white table.	A person wearing a helmet sits on a bicycle on a sunny day.	0	0	0	0	0
1314	train	main-captions	images	2014	459	4.0	A black train moves down the tracks.	A train traveling down the tracks.	1	1	1	1	1
1315	train	main-captions	images	2014	460	1.0	A close-up picture of a white and purple motorcycle.	A close-up picture of a desk with a computer and papers on it.	0	0	0	0	0
1316	train	main-captions	images	2014	461	3.8	A young girl riding a brown horse.	A woman in riding a brown horse.	0	0	0	0	0
1317	train	main-captions	images	2014	463	0.0	Two women in the kitchen looking at a object.	Three men in suits sitting at a table.	0	0	0	0	0
1318	train	main-captions	images	2014	464	2.2	Two women posing with a baby.	A woman poses with a baby.	0	0	1	0	0
1319	train	main-captions	images	2014	465	2.8	A group of people sitting around a table containing food.	Four people are sitting around a living room with.snacks.	0	0	0	0	0
1320	train	main-captions	images	2014	467	4.0	A blue motorcycle is parked on the sidewalk.	A blue moped parked on the sidewalk.	1	1	1	1	1
1321	train	main-captions	images	2014	469	4.8	A red double decker bus on a city street.	A red double decker bus driving down a street.	0	0	1	0	0
1322	train	main-captions	images	2014	470	2.4	Two trains inside a train station.	The train sits at the train station.	0	0	1	0	0
1323	train	main-captions	images	2014	473	2.2	A man riding a white horse.	A woman with a white horse.	0	0	0	0	0
1324	train	main-captions	images	2014	475	2.2	A man and two women smiling at the camera while sitting on a blue sofa.	A man and women smiling at the camera while standing in a kitchen.	0	0	0	0	0
1325	train	main-captions	images	2014	478	3.4	A large cruise ship in harbor with trees behind.	A cruise ship docked at a coast.	0	0	1	0	0
1326	train	main-captions	images	2014	480	3.8	Two cows crossing a road intersection.	Two cows cross a paved street.	1	1	1	1	1
1327	train	main-captions	images	2014	481	4.0	Several cows grazing on the median by the road.	Five cows grazing on a patch of grass between two roadways.	1	1	1	1	1
1328	train	main-captions	images	2014	484	4.2	A black cow and a brown cow stands in a plain in front of an uprooted tree.	A black cow and a brown cow standing in front of a small copse of trees in a field.	1	1	1	1	1
1329	train	main-captions	images	2014	485	3.6	Red double decker bus driving down street.	A double decker bus on a city street.	1	1	1	1	1
1330	train	main-captions	images	2014	487	1.2	Tan cow with ear tags on a grassy field.	Person in grassy field tending to sheep.	0	0	0	0	0
1331	train	main-captions	images	2014	488	1.2	A close up of the front end of a purple and white motor cycle.	Close up of the rear of a red sports car.	0	0	0	0	0
1332	train	main-captions	images	2014	489	4.6	Two women shopping at a clothing store.	Two women in a clothing store.	1	1	1	1	1
1333	train	main-captions	images	2014	490	4.6	A group of people sitting at a restaurant table.	Group of people sitting at table of restaurant.	0	0	0	0	0
1334	train	main-captions	images	2014	491	0.0	A close-up of a brown horse's head.	A close-up of a yellow school bus.	0	0	0	0	0
1335	train	main-captions	images	2014	492	0.0	A person in a red cap standing next to a brick support beam.	A brown horse is standing on grass and scrub.	0	0	0	0	0
1336	train	main-captions	images	2014	493	2.6	A bay foal is walking next to its mother in a grassy field.	Close-up of young horse walking next to a larger horse.	0	0	1	0	0
1337	train	main-captions	images	2014	494	3.8	A women standing next to a brown cow.	A women in glasses stands next to a cow in a field.	0	0	0	0	0
1338	train	main-captions	images	2014	496	3.6	A dog peaks out the back of a truck.	A dog is peeking out of the back of a van.	1	1	1	1	1
1339	train	main-captions	images	2014	497	3.8	Woman in blue shift dress cutting into food.	A woman in a blue dress cuts a cake.	1	0	1	0	1
1340	train	main-captions	images	2014	498	3.6	The black and white cat is looking up at the camera.	"A grey, black, and white cat looking at the camera."	0	1	1	0	1
1341	train	main-captions	images	2014	499	3.2	Two brunette girls sit atop a red an yellow motorcycle with a side car.	A couple posing on a red and yellow motorcycle.	0	0	0	0	0
1342	train	main-captions	images	2014	500	3.6	A small white cat standing in a sink.	Grey and white cat sitting in bathroom sink.	0	0	1	0	0
1343	train	main-captions	images	2014	501	3.6	A man on the back seat of a red tandem bicycle.	A man is alone on the back of a tandem bicycle.	0	0	1	0	0
1344	train	main-captions	images	2014	504	4.0	A computer on a desk.	A computer operating on a desk.	0	0	0	0	0
1345	train	main-captions	images	2014	505	1.6	A small child smiling at the camera.	A small child sits on a cement wall near white flower.	0	0	0	0	0
1346	train	main-captions	images	2014	506	2.4	A little bird floating in the water.	A duck floating in the water.	0	0	0	0	0
1347	train	main-captions	images	2014	508	3.8	A white bus with the word Julia is near water and a big ship.	A white bus with water and a barge in the background.	0	0	1	0	0
1348	train	main-captions	images	2014	510	2.6	Old blue and white train on tracks.	A blue train in a mountainous area.	0	0	0	0	0
1349	train	main-captions	images	2014	513	4.0	Yellow boat on a beach.	A yellow boat on shore.	1	1	1	1	1
1350	train	main-captions	images	2014	515	3.4	A kitchendiner with papers laying on the blue clothed dining table.	A small kitchen and a cluttered table with a blue table cloth.	0	0	1	0	0
1351	train	main-captions	images	2014	516	3.8	Train in a station.	Trains inside an indoor station.	1	1	0	0	1
1352	train	main-captions	images	2014	517	4.0	A gray cat is sitting on the window ledge looking at the camera.	The cat is standing on the window sill looking at the camera.	0	0	1	0	0
1353	train	main-captions	images	2014	520	0.0	Man playing guitar while sitting down.	Red and white bus driving down road.	0	0	0	0	0
1354	train	main-captions	images	2014	522	4.2	Red double decker bus driving down a street.	A double decker bus on a city street.	1	1	1	1	1
1355	train	main-captions	images	2014	524	4.6	Three cows are grazing in a grassy field.	Three cows grazing in a field.	0	0	1	0	0
1356	train	main-captions	images	2014	525	2.25	The brown train is sitting on the railroad tracks.	The white train is sitting on the tracks.	0	0	0	0	0
1357	train	main-captions	images	2014	526	0.4	A black and white horned cow standing in a field.	A black and white photo of a cat sitting on a sofa.	0	0	0	0	0
1358	train	main-captions	images	2014	528	1.6	A tiny blonde child in a blue dress sits on a table near her mother.	A young blonde girl wearing a helmet sits with a red bicycle behind her.	0	0	0	0	0
1359	train	main-captions	images	2014	529	2.6	A group of people sitting at a restaurant table.	A group of people sitting around a table on a porch.	1	1	1	1	1
1360	train	main-captions	images	2014	530	0.4	A black and white cow in a pen with hay.	A black and white cat lies in the dirt.	0	0	0	0	0
1361	train	main-captions	images	2014	531	3.2	"A red, double-decker bus."	Front and left side of a red double decker bus.	0	0	0	0	0
1362	train	main-captions	images	2014	533	3.2	A close-up view of a horse's head.	A side view of a horse's head.	0	0	0	0	0
1363	train	main-captions	images	2014	535	3.2	An old fashioned wooden sailing ship in the ocean.	A wooden yacht on the ocean.	1	1	1	1	1
1364	train	main-captions	images	2014	536	4.4	A sheep standing in a mountainous area.	A large sheep standing on a hill.	1	1	1	1	1
1365	train	main-captions	images	2014	538	4.8	A white plane on the runway.	A white airplane is on a runway.	1	1	1	1	1
1366	train	main-captions	images	2014	539	4.4	A tan puppy being petted.	A tan puppy being held and petted.	1	1	1	1	1
1367	train	main-captions	images	2014	541	3.8	Elegant dining room with wood furniture.	An elegant pink dining room with wooden furniture.	0	0	0	0	0
1368	train	main-captions	images	2014	542	2.0	A women laying across two men sitting on a sofa.	Two men in shorts are sitting on a sofa.	0	0	0	0	0
1369	train	main-captions	images	2014	543	3.6	two motorbikes on a dirt track.	Two dirt bikers riding over dirt hill.	0	0	0	0	0
1370	train	main-captions	images	2014	545	2.2	The black and white cat is looking up at the camera.	A black and white dog looking at the camera.	0	0	0	0	0
1371	train	main-captions	images	2014	547	5.0	A gray cat with green eyes looks at the camera.	A grey cat with green eyes looking into the camera.	1	1	1	1	1
1372	train	main-captions	images	2014	548	0.2	Two lambs stand on a grassy hill.	Two dirt bikers riding over dirt hill.	0	0	0	0	0
1373	train	main-captions	images	2014	554	3.0	A man in white with a wine bottle and a woman in a red turtleneck with a white vest.	A man and woman posing on a field with a bottle of wine.	0	0	0	0	0
1374	train	main-captions	images	2014	555	1.8	A lone cow sits in the cold of the yard.	a black and white cow standing in the field.	0	0	0	0	0
1375	train	main-captions	images	2014	556	3.6	A double decker bus drives on a city street.	A red double decker bus driving down a street.	1	1	1	1	1
1376	train	main-captions	images	2014	557	1.8	Large black and white cat resting on a windowsill.	A small white cat sitting in a sink.	0	0	0	0	0
1377	train	main-captions	images	2014	558	4.2	Boy feeding a sheep.	A boy feeding a sheep hay.	0	0	1	0	0
1378	train	main-captions	images	2014	560	0.0	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.	A girl wearing black shorts and boots is standing next to a blue motorcycle.	0	0	0	0	0
1379	train	main-captions	images	2014	561	0.8	a close up of a small cactus in a pot.	a close up of a woman holding a white puppy.	0	0	0	0	0
1380	train	main-captions	images	2014	562	4.0	The white sheep is standing on the green hill.	A sheep stands on a hillside.	0	0	1	0	0
1381	train	main-captions	images	2014	564	0.0	A black and white bird on a body of water with grass in the background.	A bus is on a road with a ferris wheel in the background.	0	0	0	0	0
1382	train	main-captions	images	2014	565	0.0	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0	0	0	0	0
1383	train	main-captions	images	2014	566	4.5	A black and white photo of a dilapidated wooden fence.	A black and white photo of an old wooden fence near a dirty street.	1	1	1	1	1
1384	train	main-captions	images	2014	568	2.6	Two brown horses standing in a green meadow.	A brown horse stands in tall grass.	0	0	0	0	0
1385	train	main-captions	images	2014	569	1.6	Two men wearing bike helmets.	Two men stand with their bicycles outside a shop.	0	0	0	0	0
1386	train	main-captions	images	2014	573	3.4	A man playing a video game in a store.	Man playing game in a store.	1	0	1	0	1
1387	train	main-captions	images	2014	574	3.6	A group of people sitting around a table on a porch.	A group of people sitting around a table with food on it.	0	0	0	0	0
1388	train	main-captions	images	2014	576	0.0	A young girl wearing a bike helmet with a bicycle in the background.	A women holds a small dog on a leash with chairs in the background.	0	0	0	0	0
1389	train	main-captions	images	2014	577	5.0	the back of a stop sign with many stickers on it.	The back of the stop sign is adorned with stickers.	1	1	1	1	1
1390	train	main-captions	images	2014	578	4.0	A bicycle is parked outside a bookstore.	A green bike parked outside a book store.	1	0	1	0	1
1391	train	main-captions	images	2014	579	4.4	a brown double decker tour bus on a street with a ferris wheel behind it.	A double-decker bus driving in front of a ferris wheel.	0	0	1	0	0
1392	train	main-captions	images	2014	580	0.6	A black and white chair sitting in front of a brick wall and a window with a bamboo plant in a vase.	A black headed sheep covered in thick white wool stands in a pasture with other sheep.	0	0	0	0	0
1393	train	main-captions	images	2014	583	3.6	A man in a black uniform on a white horse.	A man in a tux on a white horse.	0	0	0	0	0
1394	train	main-captions	images	2014	585	4.0	Two women stand in a living room with a black dog.	Two women standing in a living room with a black dog looking towards the camera.	0	1	1	0	1
1395	train	main-captions	images	2014	587	3.2	Two people paddling a red canoe are reflected in the still water.	Two people paddling in a red canoe with trees in the background.	0	0	0	0	0
